变量名,typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice1_pt,choice1_th,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice2_pt,choice2_th,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice3_pt,choice3_th,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,choice4_pt,choice4_th,answer,imgID
298,1,50,373,固拉多的死敌是谁？,固拉多的死敵是誰？,Who is Groudon's rival enemy?,,,,,盖欧卡,蓋歐卡,Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,裂空座,裂空座,Rayquaza,Rayquaza,Rayquaza,Rayquaza,Rayquaza,另一只固拉多,另一只固拉多,Another Groudon,Another Groudon,Another Groudon,Another Groudon,Another Groudon,人类,人類,Humanity,Humanity,Humanity,Humanity,Humanity,1,
299,1,50,374,在宝可梦动漫中，火箭队衣服上标志的字母是？,在寶可夢動漫中，火箭隊衣服上標誌的字母是？,"In the Pokémon anime, what is the letter on Teamm Rockets’ cloth?",,,,,R,R,R,R,R,R,R,P,P,P,P,P,P,P,H,H,H,H,H,H,H,S,S,S,S,S,S,S,1,
300,1,50,375,哪只宝可梦手里拿着一个可用于催眠的圆环呢？,哪只寶可夢手裏拿著一個可用於催眠的圓環呢？,Which Pokémon holds a ring that can be used for hypnosis?,,,,,引梦貘人,引夢貘人,Hypno,Hypno,Hypno,Hypno,Hypno,胡地,胡地,Alakazam,Alakazam,Alakazam,Alakazam,Alakazam,大葱鸭,大蔥鴨,Farfetch'd,Farfetch'd,Farfetch'd,Farfetch'd,Farfetch'd,可拉可拉,可拉可拉,Cubone,Cubone,Cubone,Cubone,Cubone,1,
301,2,50,376,大木博士的原名叫什么？,大木博士的原名叫什麽？,What was the full name of Dr. Oak?,,,,,大木雪成,大木雪成,Samuel Oak,Samuel Oak,Samuel Oak,Samuel Oak,Samuel Oak,大木康茂,大木康茂,Michael Oak,Michael Oak,Michael Oak,Michael Oak,Michael Oak,大木成也,大木成也,Jack Oak,Jack Oak,Jack Oak,Jack Oak,Jack Oak,大木掘内,大木掘內,Adam Oak,Adam Oak,Adam Oak,Adam Oak,Adam Oak,1,
302,2,50,377,雌性皮卡丘的尾巴顶端是什么形状的？,雌性皮卡丘的尾巴頂端是什麽形狀的？,What is the shape of the top of the female Pikachu’s tail?,,,,,爱心,愛心,Love,Love,Love,Love,Love,星形,星形,Star shape,Star shape,Star shape,Star shape,Star shape,和雄性一样,和雄性一樣,Same as male,Same as male,Same as male,Same as male,Same as male,尾巴上印着一朵花,尾巴上印著一朵花,A flower printed on the tail,A flower printed on the tail,A flower printed on the tail,A flower printed on the tail,A flower printed on the tail,1,
303,2,50,378,小智的杰尼龟离队的原因？,小智的傑尼龜離隊的原因？,Why did Ash's Squirtle leave the team?,,,,,为了灭火做了消防员,為了滅火做了消防員,Worked as a fireman to put out the fire,Worked as a fireman to put out the fire,Worked as a fireman to put out the fire,Worked as a fireman to put out the fire,Worked as a fireman to put out the fire,追寻更强大的训练家,追尋更強大的訓練家,Pursue a stronger trainer,Pursue a stronger trainer,Pursue a stronger trainer,Pursue a stronger trainer,Pursue a stronger trainer,为了自身的进化,為了自身的進化,For its own evolution,For its own evolution,For its own evolution,For its own evolution,For its own evolution,为了雌性杰尼龟,為了雌性傑尼龜,For female Squirtle,For female Squirtle,For female Squirtle,For female Squirtle,For female Squirtle,1,
304,2,50,379,火箭队的喵喵为什么不进化？,火箭隊的喵喵為什麽不進化？,Why doesn't Meowth of Team Rocket evolve?,,,,,学习说话费尽了精力,學習說話費盡了精力,Exhausted learning to speak,Exhausted learning to speak,Exhausted learning to speak,Exhausted learning to speak,Exhausted learning to speak,自己不喜欢进化,自己不喜歡進化,Don't like to be evolved,Don't like to be evolved,Don't like to be evolved,Don't like to be evolved,Don't like to be evolved,本来就不能进化,本來就不能進化,Can't evolve,Can't evolve,Can't evolve,Can't evolve,Can't evolve,母喵喵不喜欢,母喵喵不喜歡,Female Meowth doesn't like it,Female Meowth doesn't like it,Female Meowth doesn't like it,Female Meowth doesn't like it,Female Meowth doesn't like it,1,
305,2,50,380,皮卡丘放电的部位在哪？,皮卡丘放電的部位在哪？,Where is Pikachu's part to release electicity?,,,,,脸颊,臉頰,Cheek,Cheek,Cheek,Cheek,Cheek,双手,雙手,Hands,Hands,Hands,Hands,Hands,耳朵,耳朵,ear,ear,ear,ear,ear,尾巴,尾巴,Tail,Tail,Tail,Tail,Tail,1,
306,2,50,381,伊布共有多少种进化形态？,伊布共有多少種進化形態？,How many evolution forms does Eevee have?,,,,,8种,8種,8 types,8 types,8 types,8 types,8 types,7种,7種,7 types,7 types,7 types,7 types,7 types,9种,9種,9 types,9 types,9 types,9 types,9 types,6种,6種,6 kinds,6 kinds,6 kinds,6 kinds,6 kinds,1,
307,2,50,382,被称为创世神的宝可梦阿尔宙斯，创造了整个世界，请问，阿尔宙斯是怎么诞生的？,被稱為創世神的寶可夢阿爾宙斯，創造了整個世界，請問，阿爾宙斯是怎麽誕生的？,"Arceus, known as the creator of the Pokémon world. How did Arceus be born?",,,,,从虚无之处的一颗蛋中诞生,從虛無之處的一顆蛋中誕生,"Emerged from an egg in a place where there was nothing,","Emerged from an egg in a place where there was nothing,","Emerged from an egg in a place where there was nothing,","Emerged from an egg in a place where there was nothing,","Emerged from an egg in a place where there was nothing,",在极光中逐渐成形,在極光中逐漸成形,Gradually taking shape in the aurora,Gradually taking shape in the aurora,Gradually taking shape in the aurora,Gradually taking shape in the aurora,Gradually taking shape in the aurora,光环收集光能幻化了身形,光環收集光能幻化了身形,The halo collects light energy and transform the body,The halo collects light energy and transform the body,The halo collects light energy and transform the body,The halo collects light energy and transform the body,The halo collects light energy and transform the body,被人类创造而成,被人類創造而成,Created by humans,Created by humans,Created by humans,Created by humans,Created by humans,1,
308,2,50,383,以下哪只宝可梦不是小次郎收服过的？,以下哪只寶可夢不是小次郎收服過的？,Which of the following Pokémon has not been captured by James?,,,,,果然翁,果然翁,Wobbuffet,Wobbuffet,Wobbuffet,Wobbuffet,Wobbuffet,卡蒂狗,卡蒂狗,Growlithe,Growlithe,Growlithe,Growlithe,Growlithe,尖牙笼,尖牙籠,Carnivine,Carnivine,Carnivine,Carnivine,Carnivine,瓦斯弹,瓦斯彈,Koffing,Koffing,Koffing,Koffing,Koffing,1,
309,2,50,384,宝可梦拉鲁拉斯的头型像是碗盖头，会遮住拉鲁拉丝的大半面脸，但偶尔可以看到它的眼睛，请问它眼睛的颜色是？,寶可夢拉魯拉斯的頭型像是碗蓋頭，會遮住拉魯拉絲的大半面臉，但偶爾可以看到它的眼睛，請問它眼睛的顏色是？,"The head of Pokémon Ralts is a bowl like shape, which will cover most of Ralts's face, but occasionally we can see its eyes. What color are its eyes?",,,,,红色,紅色,Red,Red,Red,Red,Red,蓝色,藍色,Blue,Blue,Blue,Blue,Blue,黑色,黑色,Black,Black,Black,Black,Black,绿色,綠色,Green,Green,Green,Green,Green,1,
310,3,50,385,仙子伊布有多少条缎带？,仙子伊布有多少條緞帶？,How many ribbons does Sylveon have?,,,,,4条,4條,Four,Four,Four,Four,Four,2条,2條,Two,Two,Two,Two,Two,6条,6條,Six,Six,Six,Six,Six,无缎带,無緞帶,No ribbon,No ribbon,No ribbon,No ribbon,No ribbon,1,
311,3,50,386,甲贺忍蛙脖子上缠绕的是什么？,甲賀忍蛙脖子上纏繞的是什麽？,What is wrapped around Greninja's neck?,,,,,舌头,舌頭,Tongue,Tongue,Tongue,Tongue,Tongue,红色的围巾,紅色的圍巾,Red scarf,Red scarf,Red scarf,Red scarf,Red scarf,忍者的飘带,忍者的飄帶,Ninja's streamer,Ninja's streamer,Ninja's streamer,Ninja's streamer,Ninja's streamer,小智送的红色丝带,小智送的紅色絲帶,Red ribbon from Ash,Red ribbon from Ash,Red ribbon from Ash,Red ribbon from Ash,Red ribbon from Ash,1,
312,3,50,387,绿毛虫头顶的触角是什么颜色的？,綠毛蟲頭頂的觸角是什麽顏色的？,What color are the antennae on the top of Caterpie?,,,,,红色,紅色,Red,Red,Red,Red,Red,绿色,綠色,Green,Green,Green,Green,Green,黄色,黃色,Yellow,Yellow,Yellow,Yellow,Yellow,米色,米色,Beige,Beige,Beige,Beige,Beige,1,
313,3,50,388,仙子伊布，是排名前十的高人气宝可梦，会从蝴蝶结般的触角里释放能够消除敌意的波动，请问这个蝴蝶结分别在哪个位置？,仙子伊布，是排名前十的高人氣寶可夢，會從蝴蝶結般的觸角裏釋放能夠消除敵意的波動，請問這個蝴蝶結分別在哪個位置？,"Sylveon, a top ten popular Pokémon, sends a soothing aura from its ribbonlike feelers to calm fights. Where is this bow?",,,,,脖子和左耳处,脖子和左耳處,Neck and left ear,Neck and left ear,Neck and left ear,Neck and left ear,Neck and left ear,脖子和右耳处,脖子和右耳處,Neck and right ear,Neck and right ear,Neck and right ear,Neck and right ear,Neck and right ear,脖子和左脚处,脖子和左腳處,Neck and left foot,Neck and left foot,Neck and left foot,Neck and left foot,Neck and left foot,脖子和右脚处,脖子和右腳處,Neck and right foot,Neck and right foot,Neck and right foot,Neck and right foot,Neck and right foot,1,
314,1,50,389,【常识】夏季在烈日下工作或运动量过大出汗多时，为预防中暑应该多喝？,【常識】夏季在烈日下工作或運動量過大出汗多時，為預防中暑應該多喝？,"[Common Sense] In summer, when working or exercising under the scorching sun and sweating a lot, what should you drink more to prevent heatstroke?",,,,,盐开水,鹽開水,Salt boiled water,Salt boiled water,Salt boiled water,Salt boiled water,Salt boiled water,糖水,糖水,Water with sugar,Water with sugar,Water with sugar,Water with sugar,Water with sugar,白开水,白開水,Boiled water,Boiled water,Boiled water,Boiled water,Boiled water,冰镇水,冰鎮水,Iced water,Iced water,Iced water,Iced water,Iced water,1,
315,1,50,390,【常识】隐形飞机是指什么样的飞机？,【常識】隱形飛機是指什麽樣的飛機？,[Common sense] What kind of aircraft is a stealth aircraft?,,,,,雷达监测不到,雷達監測不到,Can not detected by radar,Can not detected by radar,Can not detected by radar,Can not detected by radar,Can not detected by radar,肉眼看不到的,肉眼看不到的,Invisible to the naked eye,Invisible to the naked eye,Invisible to the naked eye,Invisible to the naked eye,Invisible to the naked eye,体积很小的,體積很小的,Very small,Very small,Very small,Very small,Very small,透明材质的,透明材質的,Transparent,Transparent,Transparent,Transparent,Transparent,1,
316,1,50,391,【常识】声音的高低是由什么决定的？,【常識】聲音的高低是由什麽決定的？,[Common sense] What determines the level of voice?,,,,,发生体振动的频率,發生體振動的頻率,Frequency of body vibration,Frequency of body vibration,Frequency of body vibration,Frequency of body vibration,Frequency of body vibration,发声体的材料,發聲體的材料,The material of the acoustic source,The material of the acoustic source,The material of the acoustic source,The material of the acoustic source,The material of the acoustic source,发声体的振幅,發聲體的振幅,Amplitude of the sounding body,Amplitude of the sounding body,Amplitude of the sounding body,Amplitude of the sounding body,Amplitude of the sounding body,发声体的结构,發聲體的結構,The structure of the sounding body,The structure of the sounding body,The structure of the sounding body,The structure of the sounding body,The structure of the sounding body,1,
317,1,50,392,【常识】光在不同的介质中传播速度不同，在什么中传播最快？,【常識】光在不同的介質中傳播速度不同，在什麽中傳播最快？,[Common sense] Light travels at different speeds in different media. What media can light travels fastest?,,,,,真空,真空,Vacuum,Vacuum,Vacuum,Vacuum,Vacuum,金属,金屬,Metal,Metal,Metal,Metal,Metal,水,水,Water,Water,Water,Water,Water,空气,空氣,Air,Air,Air,Air,Air,1,
318,1,50,393,【常识】人舌头的哪个部位对甜味最敏感？,【常識】人舌頭的哪個部位對甜味最敏感？,[Common sense] Which part of the human tongue is most sensitive to sweetness?,,,,,舌尖,舌尖,Tip of tongue,Tip of tongue,Tip of tongue,Tip of tongue,Tip of tongue,舌两侧,舌兩側,Both sides of the tongue,Both sides of the tongue,Both sides of the tongue,Both sides of the tongue,Both sides of the tongue,舌根,舌根,Base of tongue,Base of tongue,Base of tongue,Base of tongue,Base of tongue,舌中间,舌中間,Middle of tongue,Middle of tongue,Middle of tongue,Middle of tongue,Middle of tongue,1,
319,1,50,394,【常识】我们常说的噪音污染是指？,【常識】我們常說的噪音汙染是指？,[Common sense] What do we often mean by noise pollution?,,,,,分贝超过80,分貝超過80,Over 80 decibels,Over 80 decibels,Over 80 decibels,Over 80 decibels,Over 80 decibels,分贝超过90,分貝超過90,More than 90 decibels,More than 90 decibels,More than 90 decibels,More than 90 decibels,More than 90 decibels,分贝超过40,分貝超過40,More than 40 decibels,More than 40 decibels,More than 40 decibels,More than 40 decibels,More than 40 decibels,分贝超过60,分貝超過60,More than 60 decibels,More than 60 decibels,More than 60 decibels,More than 60 decibels,More than 60 decibels,1,
320,1,50,395,【常识】水是人体不可缺少的组成部分，约占成人体重的分量是多少用以维持人体正常的生理活动？,【常識】水是人體不可缺少的組成部分，約占成人體重的分量是多少用以維持人體正常的生理活動？,[Common Sense] What is the amount of water in the body weight of an adult to maintain normal physiological activities of the human body?,,,,,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,
321,1,50,396,【常识】狗热的时候一般用什么散热？,【常識】狗熱的時候一般用什麽散熱？,[Common sense] What part do dogs use to dissipate heat?,,,,,舌头,舌頭,Tongue,Tongue,Tongue,Tongue,Tongue,皮肤,皮膚,skin,skin,skin,skin,skin,眼睛,眼睛,Eye,Eye,Eye,Eye,Eye,耳朵,耳朵,ear,ear,ear,ear,ear,1,
322,1,50,397,【常识】第一次世界大战开始的时间是？,【常識】第一次世界大戰開始的時間是？,[Common Sense] When did the First World War begin?,,,,,1914,1914,1914,1914,1914,1914,1914,1910,1910,1910,1910,1910,1910,1910,1939,1939,1939,1939,1939,1939,1939,1940,1940,1940,1940,1940,1940,1940,1,
323,2,50,398,【常识】当人的皮肤受到阳光照射时，便会在体内产生？,【常識】當人的皮膚受到陽光照射時，便會在體內產生？,"[Common sense] When human skin is exposed to sunlight, it will be produced in the body?",,,,,维生素D,維生素D,Vitamin D,Vitamin D,Vitamin D,Vitamin D,Vitamin D,维生素C,維生素C,Vitamin C,Vitamin C,Vitamin C,Vitamin C,Vitamin C,维生素B,維生素B,Vitamin B,Vitamin B,Vitamin B,Vitamin B,Vitamin B,维生素A,維生素A,Vitamin A,Vitamin A,Vitamin A,Vitamin A,Vitamin A,1,
324,2,50,399,【常识】人体内对营养物质消化和吸收的主要场所是？,【常識】人體內對營養物質消化和吸收的主要場所是？,[Common sense] What is the main place for digestion and absorption of nutrients in the human body?,,,,,小肠,小腸,Small intestine,Small intestine,Small intestine,Small intestine,Small intestine,大肠,大腸,The large intestine,The large intestine,The large intestine,The large intestine,The large intestine,胃,胃,Stomach,Stomach,Stomach,Stomach,Stomach,脾,脾,Spleen,Spleen,Spleen,Spleen,Spleen,1,
325,2,50,400,【常识】被蚊虫叮咬后，可以用氨水，小苏打溶液或肥皂水涂抹止痒，这是利用了它们的？,【常識】被蚊蟲叮咬後，可以用氨水，小蘇打溶液或肥皂水塗抹止癢，這是利用了它們的？,"[Common Sense] After being bitten by a mosquito, you can apply ammonia, baking soda solution or soap water to relieve itching. What is the principle of this method",,,,,弱碱性,弱堿性,Weakly alkaline,Weakly alkaline,Weakly alkaline,Weakly alkaline,Weakly alkaline,弱氧化性,弱氧化性,Weak oxidizing,Weak oxidizing,Weak oxidizing,Weak oxidizing,Weak oxidizing,弱酸性,弱酸性,Weak acid,Weak acid,Weak acid,Weak acid,Weak acid,表面活性,表面活性,Surface activity,Surface activity,Surface activity,Surface activity,Surface activity,1,
