变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr,fmt_pt,fmt_th
125007,#C0xF76B45#通关技巧：#C0x5B545B#留意剧情对话内容,#C0xF76B45#通關技巧：#C0x5B545B#留意劇情對話內容,#C0xF76B45#Clearance skills: #C0x5B545B#Pay attention to the content of the plot dialogue,,#C0xF76B45#클리어 노하우: #C0x5B545B#줄거리 대화 내용을 유의하세요.,#C0xF76B45#Habilidades de liberação: #C0x5B545B#Preste atenção ao conteúdo do diálogo do enredo,#C0xF76B45#ทักษะการเคลียร์: #C0x5B545B#ใส่ใจกับเนื้อหาของบทสนทนาในเนื้อเรื่อง
125008,#C0xF76B45#副本奖励：#C0x5B545B#通关获得首通奖励,#C0xF76B45#副本獎勵：#C0x5B545B#通關獲得首通獎勵,#C0xF76B45# Dungeon reward: #C0x5B545B# Clear stages and get the first clearance reward,,#C0xF76B45#던전 보상: #C0x5B545B# 클리어 시 첫 클리어 보상을 획득.,#C0xF76B45# Recompensa da masmorra: #C0x5B545B# Conclua as fases e receba a primeira recompensa de conclusão,#C0xF76B45# รางวัลดันเจี้ยน: #C0x5B545B# เคลียร์ด่านและรับรางวัลการเคลียร์ด่านแรก
,,,,,,,
125101,#C0x5E565D#*全属性加成需要精灵背包内同系列精灵培养至一定的星级后自动生效,#C0x5E565D#*全屬性加成需要精靈背包內同系列精靈培養至一定的星級後自動生效,"#C0x5E565D#*To activate all attribute bonuses, you need to build your same series Pokémon to a certain star level",,,"#C0x5E565D#*Para ativar todos os bônus de atributos, você precisa construir seu Pokémon da mesma série para um certo nível de estrela",#C0x5E565D#*หากต้องการเปิดใช้งานโบนัสแอตทริบิวต์ทั้งหมด คุณต้องสร้างโปเกมอนซีรีส์เดียวกันจนถึงระดับดาวที่กำหนด
125102,#C0x5E565D#*全属性加成只在该玩法中生效,#C0x5E565D#*全屬性加成只在該玩法中生效,#C0x5E565D#*All stats bonuses only take effect in this gfeature,,,#C0x5E565D#*Todos os bônus de estatísticas só têm efeito neste gfeature,#C0x5E565D#*โบนัสสถิติทั้งหมดจะมีผลเฉพาะในฟีเจอร์นี้เท่านั้น
,,,,,,,
125201,1,,,,,1,1
125202,2,,,,,2,2
125203,3,,,,,3,3
125204,4,,,,,4,4
125205,5,,,,,5,5
125206,6,,,,,6,6
125207,7,,,,,7,7
125208,8,,,,,8,8
125209,9,,,,,9,9
125210,10,,,,,10,10
125211,11,,,,,11,11
125212,12,,,,,12,12
125213,13,,,,,13,13
125214,14,,,,,14,14
,,,,,,,
125301,1.活动期间，完成任务即可在活动界面上进行祈福,1.活動期間，完成任務即可在活動介面上進行祈福,,,1. 이벤트 기간 동안 퀘스트를 완료하면 이벤트 페이지에서 복을 빌 수 있습니다.,,
125302,2.祈福时可以获得随机普通祝福，也可以获得幸运祝福,2.祈福時可以獲得隨機普通祝福，也可以獲得幸運祝福,,,"2. 복을 빌때 무작위 일반 보상을 획득할 수 있으며, 베스트 보상도 획득 가능합니다.",,
125303,3.每次祈福，若没有获得幸运祝福，将可点亮一张幸运签，幸运签点亮个数越多的，获得幸运祝福的概率就越大，当点亮界面中所有的幸运签后，下一次必定可获得幸运祝福,3.每次祈福，若沒有獲得幸運祝福，將可點亮一張幸運簽，幸運簽點亮個數越多的，獲得幸運祝福的概率就越大，當點亮界面中所有的幸運簽後，下一次必定可獲得幸運祝福,,,"3. 복을 빌 때마다 베스트 보상을 획득하지 못 한다면 축복판 하나를 밝힐 수 있으며, 축복판을 밝힌 개수가 많을수록 베스트 보상을 획득할 확률도 높아집니다. 모든 축복판을 밝힌 후 다음 번 복을 빌 때 반드시 베스트 보상을 획득할 수 있습니다.",,
125304,4.任务每日定时重置，请注意及时完成以及领取，已获得的祈福次数不重置，将一直保留至活动结束,4.任務每日定時重置，請注意及時完成以及領取，已獲得的祈福次數不重置，將一直保留至活動結束,,,4. 축복 퀘스트는 매일 정해진 시간에 리셋되니 제때에 완료 및 수령을 주의해주세요. 이미 얻은 축복 횟수는 리셋하지 않고 이벤트 종료 때까지 유지됩니다.,,
125305,5.祈福任务界面中的祈福记录，可以查看本次活动获得的奖励内容,5.祈福任務界面中的祈福記錄內，可以查看本次活動獲得的獎勵內容,,,"5. 축복 임무 페이지의 축복 기록, 이번 이벤트에서 획득한 보상 내용을 확인할 수 있습니다.",,
,,,,,,,
125401,1.邮件上限为#C0xF76B45#60#C0x5B545B#封,,,,,1. O limite máximo de e-mails é #C0xF76B45#60#C0x5B545B#,1. ขีดจำกัดสูงสุดของอีเมลคือ #C0xF76B45#60#C0x5B545B#
125402,2.超出邮件上限时，部分老邮件会丢失，请及时处理,,,,,"2. Quando o limite de e-mail for excedido, alguns e-mails antigos serão perdidos. Por favor, resolva-os a tempo.",2. เมื่อเกินขีดจำกัดอีเมล อีเมลเก่าบางฉบับจะสูญหาย กรุณาจัดการทันที
,,,,,,,
125501,#L10##C0xF76B45#强者们，欢迎来到部屋大作战,,,,,"#L10##C0xF76B45# Homens fortes, bem-vindos à sala de batalha",#L10##C0xF76B45# ชายผู้แข็งแกร่ง ยินดีต้อนรับสู่ห้องรบ
125502,#L10##C0xF76B45#【选拔规则】,,,,,#L10##C0xF76B45#【Regras de seleção】,#L10##C0xF76B45#【กฎการเลือก】
125503,1.部屋工程需要在多个服中，共选拔 #C0xF76B45#16#C0x5B545B#个强者公会竞争,,,,,1. O projeto da casa do departamento exige a seleção de guildas fortes de vários servidores para competir.,1. โปรเจ็กต์บ้านแผนกจำเป็นต้องเลือกกิลด์ที่แข็งแกร่ง #C0xF76B45#16#C0x5B545B# จากหลายเซิร์ฟเวอร์เพื่อแข่งขันกัน
125504,2.工程会根据三周的公会战累计积分选拔（可在部屋大作战界面中查看）， #C0xF76B45#第一和第二#C0x5B545B#排名的公会会被直接选拔,,,,,2. O projeto será selecionado com base nos pontos acumulados na batalha de guilda de três semanas (que pode ser visualizada na interface de batalha de guilda). As guildas classificadas em primeiro lugar em #C0xF76B45# e em segundo lugar em #C0x5B545B# serão selecionadas diretamente.,2. โปรเจ็กต์จะถูกเลือกโดยพิจารณาจากคะแนนที่สะสมจากการต่อสู้กิลด์สามสัปดาห์ (ซึ่งสามารถดูได้ในอินเทอร์เฟซการต่อสู้กิลด์) กิลด์ที่อยู่ในอันดับ 1 ใน #C0xF76B45# และอันดับ 2 ใน #C0x5B545B# จะถูกเลือกโดยตรง
125505,3.若匹配的跨服组内，无法凑齐所需工程数量的公会，则会根据同跨服组中公会战积分排名3~5名的公会中选取（优先选取公会总战力较高的）,,,,,"3. Se as guildas no grupo de servidores cruzados correspondentes não puderem reunir o número necessário de projetos, elas serão selecionadas entre as guildas classificadas de 3 a 5 com base nos pontos de batalha da guilda no mesmo grupo de servidores cruzados (a prioridade será dada à guilda com o maior poder de combate total)",3. หากกิลด์ในกลุ่มข้ามเซิร์ฟเวอร์ที่ตรงกันไม่สามารถรวบรวมโครงการตามจำนวนที่ต้องการได้ กิลด์เหล่านั้นจะถูกเลือกจากกิลด์อันดับ 3 ถึง 5 ตามคะแนนการต่อสู้ของกิลด์ในกลุ่มข้ามเซิร์ฟเวอร์เดียวกัน (กิลด์ที่มีค่าพลังการต่อสู้รวมสูงกว่าจะได้รับสิทธิ์ในการเลือกก่อน)
125506,4.三周公会战结束后会锁定公会和公会内参战成员，后续加入被选拔公会的成员无法参与本期部屋大作战,,,,,"4. Após o término da guerra de guildas de três semanas, a guilda e os membros participantes dentro da guilda serão bloqueados. Os membros subsequentes que se juntarem à guilda selecionada não poderão participar deste período da guerra de guildas.",4. เมื่อสงครามกิลด์ 3 สัปดาห์สิ้นสุดลง กิลด์และสมาชิกที่เข้าร่วมในกิลด์จะถูกล็อค สมาชิกที่เข้าร่วมกิลด์ที่เลือกในภายหลังจะไม่สามารถเข้าร่วมในช่วงสงครามกิลด์นี้ได้
125507,#L10##C0xF76B45#【基础规则】,,,,,#L10##C0xF76B45#【Regras básicas】,#L10##C0xF76B45#【กฎพื้นฐาน】
125508,1.部屋大作战以 #C0xF76B45#四周#C0x5B545B#为一个赛季，收集三周的公会战积分排名信息后，第四周开启,,,,,"1. A batalha de guildas é dividida em quatro semanas com #C0xF76B45##C0x5B545B# como uma temporada. Após coletar três semanas de informações de classificação de pontos de guerra de guildas, a quarta semana começará.",1. การต่อสู้ของกิลด์จะแบ่งออกเป็น 4 สัปดาห์ โดย #C0xF76B45##C0x5B545B# เป็น 1 ฤดูกาล หลังจากรวบรวมข้อมูลอันดับคะแนนของสงครามกิลด์ครบ 3 สัปดาห์แล้ว สัปดาห์ที่ 4 ก็จะเริ่มต้นขึ้น
125509,2.部屋大作战分为初赛和决赛两个阶段， 初赛为开启周的#C0xF76B45#周五#C0x5B545B#，决赛为开启周的#C0xF76B45#周日#C0x5B545B#,,,,,"2. Há duas etapas de Preliminar e Final da Batalha da Casa. A preliminar é #C0xF76B45# sexta-feira #C0x5B545B# na semana de abertura, e a final é #C0xF76B45# domingo #C0x5B545B# na semana de abertura.",2. การแข่งขันรอบคัดเลือกและรอบชิงชนะเลิศของ House Battle แบ่งเป็น 2 รอบ รอบคัดเลือกคือ #C0xF76B45# วันศุกร์ #C0x5B545B# ในสัปดาห์เปิดการแข่งขัน และรอบชิงชนะเลิศคือ #C0xF76B45# วันอาทิตย์ #C0x5B545B# ในสัปดาห์เปิดการแข่งขัน
