变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
24618,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,9000000,,当日起金币消耗9000000,當日起金幣消耗9000000,Spend 9000000 coins from today onwards,Spend 9000000 coins from today onwards,당일부터 9000000 코인 소모,Gaste 9000000 moedas a partir de hoje,ใช้ 9000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=30;gold=500000},,,
24619,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,12000000,,当日起金币消耗12000000,當日起金幣消耗12000000,Spend 12000000 coins from today onwards,Spend 12000000 coins from today onwards,당일부터 12000000 코인 소모,Gaste 12000000 moedas a partir de hoje,ใช้ 12000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=40;gold=600000},,,
24620,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,18000000,,当日起金币消耗18000000,當日起金幣消耗18000000,Spend 18000000 coins from today onwards,Spend 18000000 coins from today onwards,당일부터 18000000 코인 소모,Gaste 18000000 moedas a partir de hoje,ใช้ 18000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=60;gold=900000},,,
24621,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,24000000,,当日起金币消耗24000000,當日起金幣消耗24000000,Spend 24000000 coins from today onwards,Spend 24000000 coins from today onwards,당일부터 24000000 코인 소모,Gaste 24000000 moedas a partir de hoje,ใช้ 24000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=80;gold=1200000},,,
24622,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,30000000,,当日起金币消耗30000000,當日起金幣消耗30000000,Spend 30000000 coins from today onwards,Spend 30000000 coins from today onwards,당일부터 30000000 코인 소모,Gaste 30000000 de moedas a partir de hoje,ใช้ 30000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=100;gold=2000000},,,
,,,,,,,,,,,,,,,,,,,第3天,,,,,,,,,,,{},,,
24701,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,4,,当日起竞技场战斗4次,當日起競技場戰鬥4次,Engage in arena battle for 4 times from today onwards,Engage in arena battle for 4 times from today onwards,당일부터 아레나 전투 4회 진행,Participe de batalhas de arena 4 vezes a partir de hoje,เข้าร่วมการต่อสู้ในอารีน่า 4 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=200;talent_point=1},,,
24702,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,8,,当日起竞技场战斗8次,當日起競技場戰鬥8次,Engage in arena battle for 8 times from today onwards,Engage in arena battle for 8 times from today onwards,당일부터 아레나 전투 8회 진행,Participe de batalhas de arena 8 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 8 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=300;talent_point=1},,,
24703,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,16,,当日起竞技场战斗16次,當日起競技場戰鬥16次,Engage in arena battle for 16 times from today onwards,Engage in arena battle for 16 times from today onwards,당일부터 아레나 전투 16회 진행,Participe de batalhas de arena 16 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 16 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=400;talent_point=1},,,
24704,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,24,,当日起竞技场战斗24次,當日起競技場戰鬥24次,Engage in arena battle for 24 times from today onwards,Engage in arena battle for 24 times from today onwards,당일부터 아레나 전투 24회 진행,Participe de batalhas de arena 24 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 24 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=500;talent_point=1},,,
24705,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,32,,当日起竞技场战斗32次,當日起競技場戰鬥32次,Engage in arena battle for 32 times from today onwards,Engage in arena battle for 32 times from today onwards,당일부터 아레나 전투 32회 진행,Participe de batalhas de arena 32 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 32 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=600;talent_point=1},,,
24706,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,40,,当日起竞技场战斗40次,當日起競技場戰鬥40次,Engage in arena battle for 40 times from today onwards,Engage in arena battle for 40 times from today onwards,당일부터 아레나 전투 40회 진행,Participe de batalhas de arena 40 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 40 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=800;talent_point=1},,,
24707,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,50,,当日起竞技场战斗50次,當日起競技場戰鬥50次,Engage in arena battle for 50 times from today onwards,Engage in arena battle for 50 times from today onwards,당일부터 아레나 전투 50회 진행,Participe de batalhas de arena 50 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;coin1=1000;talent_point=1},,,
24708,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,50,,当日起努力值培养50次,當日起努力值培養50次,Train EV for 50 times from today onwards,Train EV for 50 times from today onwards,당일부터 노력치 육성 50회 진행,Treine EV 50 vezes a partir de hoje,ฝึก EV 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=10;13=10},,,
24709,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,100,,当日起努力值培养100次,當日起努力值培養100次,Train EV for 100 times from today onwards,Train EV for 100 times from today onwards,당일부터 노력치 육성 100회 진행,Treine EV 100 vezes a partir de hoje,ฝึก EV 100 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=15;13=15},,,
24710,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,150,,当日起努力值培养150次,當日起努力值培養150次,Train EV for 150 times from today onwards,Train EV for 150 times from today onwards,당일부터 노력치 육성 150회 진행,Treine EV 150 vezes a partir de hoje,ฝึก EV 150 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=20;13=20},,,
24711,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,200,,当日起努力值培养200次,當日起努力值培養200次,Train EV for 200 times from today onwards,Train EV for 200 times from today onwards,당일부터 노력치 육성 200회 진행,Treine EV 200 vezes a partir de hoje,ฝึก EV 200 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=25;13=25},,,
24712,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,250,,当日起努力值培养250次,當日起努力值培養250次,Train EV for 250 times from today onwards,Train EV for 250 times from today onwards,당일부터 노력치 육성 250회 진행,Treine EV 250 vezes a partir de hoje,ฝึก EV 250 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=30;13=30},,,
24713,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,300,,当日起努力值培养300次,當日起努力值培養300次,Train EV for 300 times from today onwards,Train EV for 300 times from today onwards,당일부터 노력치 육성 300회 진행,Treine EV 300 vezes a partir de hoje,ฝึก EV ให้ได้ 300 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=35;13=35},,,
24714,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,350,,当日起努力值培养350次,當日起努力值培養350次,Train EV for 350 times from today onwards,Train EV for 350 times from today onwards,당일부터 노력치 육성 350회 진행,Treine EV 350 vezes a partir de hoje,ฝึก EV ให้ได้ 350 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=40;13=40},,,
24715,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,400,,当日起努力值培养400次,當日起努力值培養400次,Train EV for 400 times from today onwards,Train EV for 400 times from today onwards,당일부터 노력치 육성 400회 진행,Treine EV 400 vezes a partir de hoje,ฝึก EV 400 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=45;13=45},,,
24716,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,32,6,,当日起活动副本战斗6次,當日起活動副本戰鬥6次,Challenge event dungeon 6 times from today onwards,Challenge event dungeon 6 times from today onwards,당일부터 이벤트 던전 전투 6회,Desafie o evento dungeon 6 vezes a partir de hoje,กิจกรรมดันเจี้ยนท้าทาย 6 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=15;602=3},,,
24717,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,32,12,,当日起活动副本战斗12次,當日起活動副本戰鬥12次,Challenge event dungeon 12 times from today onwards,Challenge event dungeon 12 times from today onwards,당일부터 이벤트 던전 전투 12회,Desafie o evento dungeon 12 vezes a partir de hoje,กิจกรรมดันเจี้ยนท้าทาย 12 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=25;602=5},,,
24718,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,66,8,,当日起元素挑战战斗8次,當日起元素挑戰戰鬥8次,Element Challenge battle 8 times since today,Element Challenge battle 8 times since today,당일부터 엘리멘탈 챌린지 8회 전투,Batalha do Element Challenge 8 vezes desde hoje,ศึก Element Challenge 8 ครั้งนับตั้งแต่วันนี้,{6339=1;452=15;602=3},,,
24719,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,66,15,,当日起元素挑战战斗15次,當日起元素挑戰戰鬥15次,Element Challenge battle 15 times since today,Element Challenge battle 15 times since today,당일부터 엘리멘탈 챌린지 15회 전투,Batalha do Element Challenge 15 vezes desde hoje,การต่อสู้ Element Challenge 15 ครั้งนับตั้งแต่วันนี้,{6339=1;452=25;602=5},,,
24720,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,52,10,,当日起抽饰品魔方10次,當日起抽飾品魔方10次,Draw Trinket Cube 10 times from today onwards,Draw Trinket Cube 10 times from today onwards,당일부터 매직큐브 액세서리 10회 뽑기,Desenhe o Trinket Cube 10 vezes a partir de hoje,วาด Trinket Cube 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=15;602=3},,,
24721,12008,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,52,20,,当日起抽饰品魔方20次,當日起抽飾品魔方20次,Draw Trinket Cube 20 times from today onwards,Draw Trinket Cube 20 times from today onwards,당일부터 매직큐브 액세서리 20회 뽑기,Desenhe o Trinket Cube 20 vezes a partir de hoje,วาด Trinket Cube 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;452=15;602=3},,,
