变量名,key,text,text_tw,text_en,text_vn,text_kr,text_pt,text_th
8181,activityGemUpShowText,"When replacing Runes of the same type, only a maximum of 2 Runes can be selected.",限定同類型置換時，該種類符石最多只能選擇2個!,"When replacing Runes of the same type, only a maximum of 2 Runes can be selected.","Khi giới hạn trao đổi cùng loại, bạn chỉ có thể chọn tối đa 2 viên đá cùng loại!",같은 종류로 교체할 때 해당 종류의 돌은 최대 2개만 선택할 수 있습니다!,"Ao substituir Runas do mesmo tipo, apenas no máximo 2 Runas podem ser selecionadas.",เมื่อแทนที่รูนประเภทเดียวกัน สามารถเลือกรูนได้สูงสุด 2 อันเท่านั้น
8182,dailyAssistantShowTips1,You've got Rotom to help with your Daily!,洛托姆幫你完成日常！,You've got Rotom to help with your Daily!,Rotom giúp bạn hoàn thành nhiệm vụ hàng ngày!,로토무가 일상적인 일을 도와줍니다!,Você tem o Rotom para ajudar no seu dia a dia!,คุณมี Rotom คอยช่วยงานประจำวันของคุณ!
8183,dailyAssistantShowTips2,Ask for Rotom when you need help in Daily!,有日常可以在洛托姆這處理哦,Ask for Rotom when you need help in Daily!,Bạn có thể xử lý các công việc hàng ngày ở đây với Rotom!,로토무로 일상적인 일들을 처리할 수 있어요!,Peça ajuda ao Rotom quando precisar no Daily!,ขอความช่วยเหลือจาก Rotom เมื่อคุณต้องการความช่วยเหลือทุกวัน!
8184,dailyAssistantShowTips3,"Rotom, ALWAYS there for you!",省時又省力，洛托姆小助手！,"Rotom, ALWAYS there for you!","Tiết kiệm thời gian và công sức, trợ thủ Rotom!",시간과 노력을 절약하는 로토무 도우미!,"Rotom, SEMPRE aqui para você!",โรตอมจะอยู่เคียงข้างคุณเสมอ!
8185,personalAchievements,Personal achievements,個人成就,Personal achievements,Thành tích cá nhân,개인 업적,Conquistas pessoais,ความสำเร็จส่วนบุคคล
8186,specialAchievement,Special achievements,特殊成就,Special achievements,Thành tựu đặc biệt,특별한 업적,Conquistas especiais,ความสำเร็จพิเศษ
8187,gridWalk,Grand Adventure,大冒險,Grand Adventure,Cuộc phiêu lưu vĩ đại,위대한 모험,Grande Aventura,การผจญภัยครั้งยิ่งใหญ่
8188,gridWalkNoDice,There are no dice available currently,當前沒有可用的骰子了哦,There are no dice available currently,Hiện không có xúc xắc nào khả dụng.,사용 가능한 주사위가 없습니다.,Não há dados disponíveis atualmente,ไม่มีลูกเต๋าอยู่ในขณะนี้
8189,gridWalkHistory0,#C0x5B545B#Nothing happened,#C0x5B545B#什麽事也沒有發生,#C0x5B545B#Nothing happened,Chẳng có chuyện gì xảy ra cả.,아무 일도 일어나지 않았습니다.,#C0x5B545B#Nada aconteceu,#C0x5B545B#ไม่มีอะไรเกิดขึ้น
8190,gridWalkHistory1,"#C0x5B545B#go to #C0x32CD32#Lucky Roulette, #C0x5B545B# and gets reward: #C0x32CD32#%s*%s",#C0x5B545B#走到#C0x32CD32#幸運轉盤，#C0x5B545B#轉到獎勵：#C0x32CD32#%s*%s,"#C0x5B545B#go to #C0x32CD32#Lucky Roulette, #C0x5B545B# and gets reward: #C0x32CD32#%s*%s","Đi đến vòng quay may mắn, nhận thưởng: %s*%s","행운의 룰렛으로 가서, 보상을 받으세요: %s*%s","#C0x5B545B#vá para #C0x32CD32#Lucky Roulette, #C0x5B545B# e ganhe a recompensa: #C0x32CD32#%s*%s",#C0x5B545B#ไปที่ #C0x32CD32#Lucky Roulette #C0x5B545B# และรับรางวัล: #C0x32CD32#%s*%s
8191,gridWalkHistory2,"#C0x5B545B#go to #C0x8A2BE2# bad luck card, #C0x5B545B# scratched out: #C0x8A2BE2# deduct %s %s",#C0x5B545B#走到#C0x8A2BE2#厄運卡，#C0x5B545B#刮出：#C0x8A2BE2#扣除%s個%s,"#C0x5B545B#go to #C0x8A2BE2# bad luck card, #C0x5B545B# scratched out: #C0x8A2BE2# deduct %s %s","Đi đến lá bài Định Mệnh, cào để xem: Trừ %s %s",운명 카드로 가서 긁어서 확인하세요: %s개의 %s 차감,"#C0x5B545B#vá para #C0x8A2BE2# carta de azar, #C0x5B545B# riscado: #C0x8A2BE2# deduza %s %s",#C0x5B545B#ไปที่ #C0x8A2BE2# การ์ดโชคร้าย #C0x5B545B# ขีดฆ่าออก: #C0x8A2BE2# ลบ %s %s
8192,gridWalkHistory3,"#C0x5B545B#go to #C0x32CD32#medal+, #C0x5B545B#Explorer Medal#C0x32CD32#+%s",#C0x5B545B#走到#C0x32CD32#勛章+，#C0x5B545B#探險者勛章#C0x32CD32#+%s,"#C0x5B545B#go to #C0x32CD32#medal+, #C0x5B545B#Explorer Medal#C0x32CD32#+%s",Đi đến Huy chương Khám phá + #C0x32CD32# +%s,탐험가 메달 + #C0x32CD32# +%s로 이동,"#C0x5B545B#ir para #C0x32CD32#medalha+, #C0x5B545B#Medalha do Explorador#C0x32CD32#+%s","#C0x5B545B#ไปที่ #C0x32CD32#เหรียญ+, #C0x5B545B#เหรียญนักสำรวจ#C0x32CD32#+%s"
8193,gridWalkHistory4,"#C0x5B545B#go to #C0x8A2BE2# Medal-, #C0x5B545B#Explorer Medal#C0x8A2BE2#-%s",#C0x5B545B#走到#C0x8A2BE2#勛章-，#C0x5B545B#探險者勛章#C0x8A2BE2#-%s,"#C0x5B545B#go to #C0x8A2BE2# Medal-, #C0x5B545B#Explorer Medal#C0x8A2BE2#-%s","Đi đến Huy chương Khám phá, Huy chương Khám phá - %s","탐험가 메달로 이동, 탐험가 메달 - %s","#C0x5B545B#ir para #C0x8A2BE2# Medalha-, #C0x5B545B#Medalha do Explorador#C0x8A2BE2#-%s","#C0x5B545B#ไปที่ #C0x8A2BE2# เหรียญ-, #C0x5B545B#เหรียญนักสำรวจ#C0x8A2BE2#-%s"
8194,gridWalkHistory5,"#C0x5B545B#go to #C0xF76B45#Flying square, #C0x5B545B#Continue to move forward for #C0xF76B45#%s#C0x5B545B#square",#C0x5B545B#走到#C0xF76B45#飛躍格，#C0x5B545B#繼續向前移動#C0xF76B45#%s#C0x5B545B#格,"#C0x5B545B#go to #C0xF76B45#Flying square, #C0x5B545B#Continue to move forward for #C0xF76B45#%s#C0x5B545B#square","Di chuyển đến ô nhảy, sau đó di chuyển về phía trước %s ô",점프 칸으로 이동한 다음 앞으로 %s칸 이동합니다,"#C0x5B545B#vá para #C0xF76B45#quadrado voador, #C0x5B545B#Continue avançando para #C0xF76B45#%s#C0x5B545B#quadrado",#C0x5B545B#ไปที่ #C0xF76B45#ช่องสี่เหลี่ยมบิน #C0x5B545B#เดินหน้าต่อไปสำหรับ #C0xF76B45#%s#C0x5B545B#ช่องสี่เหลี่ยม
8195,gridWalkHistory61,"#C0x5B545B# Approach #C0x32CD32#small shop, #C0x5B545B#and chose the product it like",#C0x5B545B#途徑#C0x32CD32#小店，#C0x5B545B#挑選了心儀的商品,"#C0x5B545B# Approach #C0x32CD32#small shop, #C0x5B545B#and chose the product it like","Đi ngang qua một cửa hàng nhỏ, tôi đã chọn những món hàng mình thích.",작은 가게를 지나가면서 마음에 드는 물건을 골랐습니다.,"#C0x5B545B# Aproxime-se da #C0x32CD32#pequena loja, #C0x5B545B# e escolha o produto que você gosta",#C0x5B545B# เข้าทาง #C0x32CD32#ร้านเล็กๆ #C0x5B545B#และเลือกสินค้าที่ถูกใจ
8196,gridWalkHistory62,"#C0x5B545B# Approach#C0x32CD32#small shop, #C0x5B545B#but no purchase",#C0x5B545B#途徑#C0x32CD32#小店，#C0x5B545B#沒有購買商品,"#C0x5B545B# Approach#C0x32CD32#small shop, #C0x5B545B#but no purchase","#C0x5B545B#Đi ngang qua#C0x32CD32# một cửa hàng nhỏ,#C0x5B545B# không mua gì cả","#C0x5B545B#작은 가게를 지나가다#C0x32CD32#, #C0x5B545B#아무것도 사지 않았습니다","#C0x5B545B# Abordagem#C0x32CD32#pequena loja, #C0x5B545B#mas nenhuma compra",#C0x5B545B# วิธีการ#C0x32CD32# ร้านเล็กๆ #C0x5B545B# แต่ไม่มีการซื้อ
8197,gridWalkHistory7,#C0x5B545B#Use props#C0xF76B45#%s,#C0x5B545B#使用道具#C0xF76B45#%s,#C0x5B545B#Use props#C0xF76B45#%s,#C0x5B545B#Sử dụng vật phẩm#C0xF76B45#%s,#C0x5B545B#도구 사용#C0xF76B45#%s,#C0x5B545B#Use adereços#C0xF76B45#%s,#C0x5B545B#ใช้พร็อพ#C0xF76B45#%s
8198,gridWalkHistory8,"#C0x5B545B# throw #C0xF76B45#%s,#C0x5B545B# and move for  #C0xF76B45#%s#C0x5B545B#square",#C0x5B545B#投擲#C0xF76B45#%s，#C0x5B545B#共移動#C0xF76B45#%s#C0x5B545B#格,"#C0x5B545B# throw #C0xF76B45#%s,#C0x5B545B# and move for  #C0xF76B45#%s#C0x5B545B#square","Tung #C0xF76B45#%s#C0x5B545B#, tổng cộng di chuyển #C0xF76B45#%s#C0x5B545B# ô",#C0xF76B45#%s#C0x5B545B#를 던져 총 #C0xF76B45#%s#C0x5B545B#칸 이동,"#C0x5B545B# jogue #C0xF76B45#%s,#C0x5B545B# e mova para #C0xF76B45#%s#C0x5B545B#quadrado","#C0x5B545B# โยน #C0xF76B45#%s,#C0x5B545B# และเคลื่อนที่เป็น #C0xF76B45#%s#C0x5B545B# ช่องสี่เหลี่ยม"
8199,gridWalkHistory99,#L10##C0xF76B45# Go through the treasure point and get the treasure! ！,#L10##C0xF76B45#途徑寶藏點，獲得寶藏！！,#L10##C0xF76B45# Go through the treasure point and get the treasure! ！,"Đến điểm kho báu, nhận được kho báu!!",보물 지점에 도착하여 보물을 획득했습니다!!,#L10##C0xF76B45# Passe pelo ponto do tesouro e pegue o tesouro! ！,#L10##C0xF76B45# ผ่านจุดสมบัติและรับสมบัติ! ！
8200,hasUsedNow,%S is currently used!,當前已經使用%s了哦！,%S is currently used!,Bạn đã sử dụng %s rồi!,%s를 이미 사용했습니다!,%s está sendo usado atualmente!,%s ถูกใช้อยู่ตอนนี้!
8201,treasureAchievements,Treasure achievements,寶藏成就,Treasure achievements,Thành tựu Kho báu,보물 업적,Conquistas de tesouro,ความสำเร็จอันล้ำค่า
8202,signetInfoIn,"In %s,",在%s中，,"In %s,","Trong %s,",%s에서，,"Em %s,","ใน %s,"
8203,signetInfoBeiDong,passive,被動,passive,Nội tại,패시브,passiva,เฉยๆ
8204,onlineFightExpandServers,Looking for opponents on a larger scale,正在更大範圍尋找對手中,Looking for opponents on a larger scale,Đang tìm kiếm đối thủ trong phạm vi rộng hơn,더 넓은 범위에서 상대를 찾는 중입니다,Procurando oponentes em uma escala maior,กำลังมองหาคู่ต่อสู้ในระดับที่ใหญ่กว่า
8205,dailyTasks,Daily task,每日任務,Daily task,Nhiệm vụ hàng ngày,일일 과제,Tarefa diária,ภารกิจประจำวัน
8206,gridWalkRuleTips,#C0x5B545B# Cumulative number of treasure points rewards: #C0xF76B45#%s,#C0x5B545B#累計獲得寶藏點獎勵的次數：#C0xF76B45#%s,#C0x5B545B# Cumulative number of treasure points rewards: #C0xF76B45#%s,Số lần nhận được phần thưởng điểm kho báu: %s,보물 포인트 보상을 받은 횟수: %s,#C0x5B545B# Número cumulativo de recompensas em pontos de tesouro: #C0xF76B45#%s,#C0x5B545B# จำนวนคะแนนสมบัติสะสมที่ได้รับรางวัล: #C0xF76B45#%s
8207,horseRaceTip,"The %d round has not yet started, and prize-winning guessing time remaining",第%d輪比賽尚未開始，有獎競猜時間剩餘,"The %d round has not yet started, and prize-winning guessing time remaining",Vòng %d chưa bắt đầu. Thời gian còn lại cho phần dự đoán có thưởng:,%d라운드 경기가 아직 시작되지 않았습니다. 경품 퀴즈 남은 시간:,A rodada %s ainda não começou e o tempo restante para adivinhar o prêmio vencedor,รอบ %s ยังไม่เริ่ม และเหลือเวลาทายผลรางวัลอีก
8208,horseRaceStartTip,"The %d round is about to start, countdown",第%d輪比賽即將開始，倒計時,"The %d round is about to start, countdown","Vòng %d sắp bắt đầu, đếm ngược",%d라운드 경기가 곧 시작됩니다. 카운트다운,"A rodada %s está prestes a começar, contagem regressiva",รอบ %s กำลังจะเริ่มต้น นับถอยหลัง
8209,horseRaceOpenTip,"The first round of competition has ended, the second round of the prize-winning guessing will start at %d:00",第1輪比賽已經結束，第2輪比賽的有獎競猜將在%d:00開啟,"The first round of competition has ended, the second round of the prize-winning guessing will start at %d:00",Vòng 1 đã kết thúc. Cuộc thi dự đoán có thưởng vòng 2 sẽ bắt đầu lúc %d:00.,1라운드가 종료되었습니다. 2라운드 경품 퀴즈는 %d:00에 시작됩니다.,"A primeira rodada da competição terminou, a segunda rodada de adivinhação dos vencedores começará em %s:00",การแข่งขันรอบแรกสิ้นสุดลงแล้ว การทายผลรางวัลรอบที่สองจะเริ่มในเวลา %s:00 น.
8210,horseRaceNextOpenTip,"Today’s competition has ended, and the prize-winning guessing for tomorrow’s game will start at %d:00 tomorrow morning!",今日比賽已經結束，明天比賽的有獎競猜將於明天早上%d:00開啟!,"Today’s competition has ended, and the prize-winning guessing for tomorrow’s game will start at %d:00 tomorrow morning!",Cuộc thi hôm nay đã kết thúc. Cuộc thi dự đoán có thưởng cho ngày mai sẽ bắt đầu vào sáng mai lúc %d:00!,오늘 경기는 종료되었습니다. 내일 경기의 유료 추첨은 내일 오전 %d:00에 시작됩니다!,"A competição de hoje terminou, e a disputa pelo prêmio do jogo de amanhã começará às %s:00 amanhã de manhã!",การแข่งขันในวันนี้สิ้นสุดลงแล้ว และการทายผลรางวัลสำหรับเกมของวันพรุ่งนี้จะเริ่มในเวลา %s:00 ของเช้าวันพรุ่งนี้!
8211,horseRaceEndTime,Event remaining time: %s,活動剩餘時間:%s,Event remaining time: %s,Thời gian còn lại: %s,이벤트 남은 시간:%s,Tempo restante do evento: %s,เวลาที่เหลือของกิจกรรม: %s
8212,horseRaceActive,"There are two rounds of competition each day: %d:00 and %d:00 start on time, and a prize-winning guessing can be done before each round! (Note: Guessing cannot be done in the last 3 minutes before the start of the competition)","每天兩輪比賽:%d:00和%d:00準時開賽,每輪比賽前都可進行有獎競猜! (註: 開賽前最後3分鐘內無法進行競猜)","There are two rounds of competition each day: %d:00 and %d:00 start on time, and a prize-winning guessing can be done before each round! (Note: Guessing cannot be done in the last 3 minutes before the start of the competition)",Hai trận đấu mỗi ngày: %d:00 và %d:00.  Dự đoán có thưởng trước mỗi trận đấu! (Lưu ý: Không thể dự đoán trong 3 phút cuối trước khi trận đấu bắt đầu),매일 두 경기: %d:00과 %d:00에 정시 개최. 매 경기 전에 경품 추첨에 참여할 수 있습니다! (참고: 경기 시작 3분 전에는 추첨에 참여할 수 없습니다),"Há duas rodadas de competição a cada dia: %s:00 e %s:00 começam no horário, e um palpite premiado pode ser feito antes de cada rodada! (Observação: o palpite não pode ser feito nos últimos 3 minutos antes do início da competição)",การแข่งขันมี 2 รอบต่อวัน: %s:00 และ %s:00 เริ่มตรงเวลา และมีการทายผลรางวัลก่อนแต่ละรอบ! (หมายเหตุ: ไม่สามารถทายผลใน 3 นาทีสุดท้ายก่อนการแข่งขันเริ่มต้นได้)
