变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,roleName_vn,roleName_pt,roleName_th,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,格斗家进化-升星面板,12,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,,,,点击面板，切换到升星,點擊面板，切換到升星,Click Star Activation.,Nhấp vào bảng điều khiển để chuyển sang nâng sao,404404,Clique no painel para mudar para a evolução estelar,คลิกที่แผงเพื่อสลับไปยังการเพิ่มดาว,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,格斗家进化-对白,12,,,,,,,,,,,,,0.5,,0,,,,big_hero/bashentaiyi.png,,八神主人,八神主人,404,404404,Đại sư Orochi,Mestre Orochi,อาจารย์โอโรจิ,宠物，你看，神圣计划发出的光芒越来越亮了，你有感受到什么吗？,寵物，你看，神聖計畫發出的光芒越來越亮了，你有感受到什麼嗎？,404,"Cưng à, nhìn kìa, ánh sáng từ Kế hoạch Thần thánh ngày càng sáng hơn. Cưng có cảm nhận được gì không?",404404,"Mascote, olhe, a luz do Plano Sagrado está ficando cada vez mais brilhante. Você sente alguma coisa?",สัตว์เลี้ยง ที่รัก ดูสิ แสงจากแผนศักดิ์สิทธิ์สว่างขึ้นเรื่อยๆ แล้ว คุณรู้สึกอะไรบ้างไหม,,,,,,,,,,,,,,
,,格斗家进化-对白,12,,,,,,,,,,,,,,,1,,,,big_hero/yagushou.png,,宠物,寵物,404,펫,Thú cưng,Animal de estimação,สัตว์เลี้ยง,主人，我不知道，但我感觉身体有无穷的力量要涌出来。,主人，我不知道，但我感覺身體有無窮的力量要湧出來。,404,"Chủ nhân, ta không biết, nhưng ta cảm thấy sức mạnh vô tận đang trào dâng trong người.",404404,"Mestre, eu não sei, mas sinto um poder infinito a surgir dentro de mim.",ท่านเจ้าของ ข้าไม่รู้ แต่ข้ารู้สึกถึงพลังอันไร้ขีดจำกัดกำลังจะทะลักออกมาจากร่างกาย,,,,,,,,,,,,,,
,,格斗家进化-对白,12,,,,,,,,,,,,,,,0,,,,big_hero/bashentaiyi.png,,八神主人,八神主人,404,404404,Chúa tể Orochi,Mestre Orochi,จ้าวโอโรจิ,这难道就是奥米加宠物所说的进化之力？,這難道就是奧米加寵物所說的進化之力？,404,Đây có phải là sức mạnh tiến hóa mà Omega Pets đã nói đến không?,404404,Será que este é o poder de evolução do qual os Omega Pets falaram?,นี่คือพลังแห่งวิวัฒนาการที่โอเมก้าเพ็ทพูดถึงหรือ?,,,,,,,,,,,,,,
,,格斗家进化-对白,12,,,,,,,,,,,,,,,1,,,,big_hero/yagushou.png,,宠物,寵物,404,펫,Thú cưng,Animal de estimação,สัตว์เลี้ยง,让我进化吧，主人，我要变得更加强大，来保护主人！因为主人是我最好的伙伴！,讓我進化吧，主人，我要變得更加強大，來保護主人！因為主人是我最好的夥伴！,404,"Hãy cho tôi tiến hóa, chủ nhân! Tôi muốn trở nên mạnh mẽ hơn để bảo vệ người! Bởi vì người là người bạn tốt nhất của tôi!",404404,"Evolua-me, mestre! Quero ficar mais forte para protegê-lo! Porque você é meu melhor parceiro!",ขอให้ฉันวิวัฒนาการเถอะครับ/ค่ะ ท่านอาจารย์! ฉันอยากแข็งแกร่งขึ้นเพื่อปกป้องท่าน! เพราะท่านคือคู่หูที่ดีที่สุดของฉัน!,,,,,,,,,,,,,,
,,格斗家进化-对白,12,,,,,,,,,,,,,,,0,,,,big_hero/bashentaiyi.png,,八神主人,八神主人,404,404404,Vua Orochi,Mestre Orochi,จอมยุทธ์โอโรจิ,伙伴，是的，为了宠物世界的伙伴们！宠物，进化———暴龙宠物！,夥伴，是的，為了寵物世界的夥伴們！寵物，進化———暴龍寵物！,404,"Đồng đội, đúng vậy, vì những người bạn của thế giới Pokémon! Pokémon, tiến hóa—Tyranitar Pokémon!",404404,"Parceiro, sim, pelos parceiros do mundo Pokémon! Pokémon, evoluir — Tyranitar Pokémon!","เพื่อน, ใช่ เพื่อเพื่อนๆ ในโลกโปเกมอน! โปเกมอน พัฒนา—โปเกมอนไทแรนนิทาร์!",,,,,,,,,,,,,,
,,格斗家进化-进化链按钮,12,,,,,,,,,,,,,,,,,,{x=300;y=150},,{x=300;y=150},,,,,,,,点击进化链，去进化宠物,點擊進化鏈，去進化寵物,404,Nhấp vào chuỗi tiến hóa để tiến hóa thú cưng của bạn.,404404,Clique na cadeia evolutiva para evoluir seu animal de estimação.,คลิกสายวิวัฒนาการเพื่อพัฒนาสัตว์เลี้ยงของคุณ,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,格斗家进化-进化,12,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,格斗家升星-升星面板,12,,,,,,,,,,,,,2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,技能升级-对白,101,,,,204,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Mascote Celestial,สัตว์เลี้ยงเทพธิดา,提升技能等级可以增强宠物的战斗力,提升技能等級可以增強寵物的戰鬥力,404,Nâng cấp kỹ năng giúp tăng sức mạnh chiến đấu của thú cưng.,404404,Aumentar o nível das habilidades aumenta a força de batalha do animal de estimação.,การเพิ่มเลเวลทักษะจะเพิ่มพลังการต่อสู้ของสัตว์เลี้ยง,,,,,,,,,,,,,,
,,技能升级-前往格斗家面板,101,,,,,,,,,,,,,,,0,,,{x=0;y=150},,{x=0;y=150},,,,,,,,点击前往宠物界面,點擊前往寵物介面,404,Nhấn để vào giao diện thú cưng,404404,Toque para ir para a interface de mascote,แตะเพื่อไปที่ส่วนต่อประสานสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,90,,,,,,,,
,,技能升级-强化按钮,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,技能升级-技能面板,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,技能升级-技能按钮,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,技能升级-空白,101,,,,,,,,{gold=0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,技能升级-空白,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,等级升级-对白,102,,,,206,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,看，我们获得了可以用于提升宠物等级的宠物电池,看，我們獲得了可以用於提升寵物等級的寵物電池,404,"Nhìn kìa, chúng ta đã có pin thú cưng có thể dùng để nâng cấp cấp độ thú cưng!",404404,"Olhem, conseguimos baterias de animais de estimação que podem ser usadas para subir de nível nossos animais de estimação!",ดูสิ เราได้แบตเตอรี่สัตว์เลี้ยงมาแล้ว! ใช้เพิ่มเลเวลสัตว์เลี้ยงได้นะ,,,,,,,,,,,,,,
,,等级升级-对白,102,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,现在就去使用吧！,現在就去使用吧！,Let's use it now!,Sử dụng ngay bây giờ!,404404,Use agora!,ใช้เลย!,,,,,,,,,,,,,,
,,等级升级-前往格斗家面板,102,,,,,,,,,,,,,,,1,,,{x=0;y=150},,{x=0;y=150},,,,,,,,点击前往宠物界面,點擊前往寵物介面,404,Nhấn để đến giao diện thú cưng,404404,Toque para ir para a interface de mascote,แตะเพื่อไปที่อินเทอร์เฟซสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,等级升级-强化按钮,102,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,等级升级-等级面板,102,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,,,,点击面板，切换到升级,點擊面板，切換到升級,Click Upgrade.,Nhấn vào bảng để chuyển sang nâng cấp,404404,Toque no painel para mudar para atualização,แตะที่แผงเพื่อเปลี่ยนไปยังการอัปเกรด,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,战斗引导-升级,102,,,,,,,,{gold=0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,技能升级-技能按钮,102,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,技能升级-空白,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升级-塞金币,103,,,,208,,,,{gold=20000},,,,10301,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升级-前往格斗家面板,104,,,,208,,,,,,,1,,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,,,,强化装备可以获得更强的战斗力,強化裝備可以獲得更強的戰鬥力,Fortify Equip. can boost power.,Trang bị tăng cường mang lại sức chiến đấu mạnh hơn.,404404,Equipamentos aprimorados fornecem poder de combate mais forte.,อุปกรณ์เสริมช่วยเพิ่มพลังการต่อสู้ให้แข็งแกร่งขึ้น,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升级-点击装备,104,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升级-单次升级,104,,,,,,,1,,,,,10403,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,,,,点击这里强化装备,點擊這裡強化裝備,Click to  fortify equipment.,Nhấp vào đây để tăng cường trang bị,404404,Clique aqui para fortalecer o equipamento,คลิกที่นี่เพื่อเสริมความแข็งแกร่งของอุปกรณ์,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升级-前往格斗家面板,105,,,,208,,,,,,,1,,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,,,,强化装备可以获得更强的战斗力,強化裝備可以獲得更強的戰鬥力,Fortify Equip. can boost power.,Trang bị được tăng cường mang lại sức mạnh chiến đấu lớn hơn.,404404,Equipamentos reforçados concedem maior poder de combate.,อุปกรณ์ที่เสริมความแข็งแกร่งจะช่วยเพิ่มพลังการต่อสู้,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升级-点击装备,105,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升级-一键升级,105,,,,,,,1,,,,,,0.6,,0,,,{x=300;y=300},,{x=300;y=300},,,,,,,,点击此处可以连续强化装备,點擊此處可以連續強化裝備,Click to one-click fortify equipment.,Nhấp vào đây để liên tục tăng cường trang bị,404404,Clique aqui para fortalecer continuamente o equipamento,คลิกที่นี่เพื่อเสริมความแข็งแกร่งให้กับอุปกรณ์อย่างต่อเนื่อง,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,开启精英-对白,106,,,,302,,,,,,,12,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,让我们去挑战更高难度的精英关卡吧,讓我們去挑戰更高難度的精英關卡吧,Let's challenge the more difficult Elite Stage now.,Hãy cùng nhau chinh phục những thử thách khó hơn ở các màn chơi tinh nhuệ!,404404,Vamos desafiar as fases de elite mais difíceis!,ไปท้าด่านเอลีทที่ยากขึ้นกันเถอะ!,,,,,,,,,,,,,,
,,开启精英-对白,106,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,精英关卡可以获得装备进阶卷轴和宠物碎片奖励呦,精英關卡可以獲得裝備進階卷軸和寵物碎片獎勵呦,404,Cấp độ tinh anh có thể thưởng cuộn sách cường hóa trang bị và mảnh thú cưng.,404404,Níveis Elite podem recompensar pergaminhos de aprimoramento de equipamentos e recompensas de fragmentos de mascote.,ด่านระดับสูงสามารถได้รับรางวัลม้วนเวทมนตร์พัฒนาอุปกรณ์และเศษชิ้นส่วนสัตว์เลี้ยง,,,,,,,,,,,,,,
,,开启精英-前往精英关卡,106,,,,,,,,,,,,,,,1,,,{x=300;y=100},,{x=300;y=100},,,,,,,,点击此处进入精英关卡,點擊此處進入精英關卡,Click to enter Elite Stage.,Nhấn vào đây để vào màn chơi Elite,404404,Clique aqui para entrar no Desafio Elite,คลิกที่นี่เพื่อเข้าสู่ด่านเอลีท,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,开启精英-选择关卡,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,开启精英-服务器存档,106,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,开启精英-进入关卡,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升级-塞金币,107,,,,10101,,,,{gold=10000},,,,10701,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升品-对白,108,,,,10101,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,精英关卡不仅有道具掉落，还有装备进阶卷轴呢！,精英關卡不僅有道具掉落，還有裝備進階卷軸呢！,Elite Stages provide not only items but also Equip. Advance Scroll!,"Bản đồ tinh anh không chỉ cho rơi đồ, mà còn cả cuộn giấy cường hóa trang bị nữa!",404404,"Estágios de elite não apenas dropam itens, mas também pergaminhos de evolução de equipamentos!",ด่านระดับสูงไม่เพียงแต่ดรอปไอเทมเท่านั้น แต่ยังดรอปม้วนเวทย์พัฒนาอุปกรณ์อีกด้วย!,,,,,,,,,,,,,,
,,装备升品-对白,108,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,试试给装备进阶吧！,試試給裝備進階吧！,Now try to advance your equip!,Hãy thử nâng cấp trang bị của bạn!,404404,Tente melhorar seu equipamento!,ลองอัพเกรดอุปกรณ์ของคุณดูสิ!,,,,,,,,,,,,,,
,,装备升品-前往格斗家面板,108,,,,,,,,,,,,,,,0,,,{x=0;y=150},,{x=0;y=150},,,,,,,,点击前往宠物界面,點擊前往寵物介面,404,Nhấn để đến giao diện thú cưng,404404,Toque para ir para a interface de animais de estimação,แตะเพื่อไปที่ส่วนต่อประสานสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升品-点击装备,108,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,装备升品-服务器存档,108,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,装备升品-点击升品,108,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,日常任务-对白,109,,,,303,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,日常任务开启了，让我们去看一看吧,日常任務開啟了，讓我們去看一看吧,"Daily quests are available, let's check it out!","Nhiệm vụ hàng ngày đã bắt đầu, hãy cùng xem nào!",일일 퀘스트가 개방됐어. 얼른 가서 살펴보자 로토.,"As tarefas diárias começaram, vamos dar uma olhada!",ภารกิจประจำวันเริ่มแล้ว ไปดูกันเลย!,,,,,,,,,,,,,,
,,日常任务-服务器存档,109,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,日常任务-对白,109,,,,,,,,,,,,,,,1,,,{x=200;y=300},,{x=200;y=300},,,,,,,,点此进入任务面板,點此進入任務面板,Tap here to enter the quest interface.,Nhấp để vào bảng nhiệm vụ,터치해 퀘스트 메뉴를 열어 봐 로토.,Clique para entrar no painel de tarefas,คลิกเพื่อเข้าสู่แผงงาน,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,日常任务-对白,109,,,,,,,,,,,,,,,,,,{x=200;y=200},,{x=200;y=200},,,,,,,,每天完成日常任务，可以快速提升等级,每天完成日常任務，可以快速提升等級,Finish Daily Task can obtain huge amount of EXP.,Hoàn thành nhiệm vụ hàng ngày giúp tăng cấp nhanh chóng.,404404,Completar as tarefas diárias permite subir de nível rapidamente.,การทำภารกิจประจำวันจะช่วยให้เลเวลอัพได้เร็วขึ้น,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,触发生级面板,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,竞技场-对白,110,,,15,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,竞技场开启了，是时候展现宠物宝贝们的实力了！,競技場開啟了，是時候展現寵物寶貝們的實力了！,404,Sân đấu đã mở! Đã đến lúc thể hiện sức mạnh của những Pokémon của bạn!,404404,A arena está aberta! Hora de mostrar a força dos seus Pokémon!,สนามประลองเปิดแล้ว! ถึงเวลาโชว์พลังของโปเกมอนของคุณแล้ว!,,,,,,,,,,,,,,
